genus	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Abiotrophia	11	16	4	12	13	10	0	1	0	0	3	7	5	9	6	1	14	1
Abyssalbus	11	34	4	3	5	5	4	4	5	2	3	4	10	15	5	5	16	6
Abyssibius	15	111	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
Abyssicoccus	14	30	1	0	1	0	0	0	1	0	0	0	2	2	3	4	4	2
Acaryochloris	5	11	1	1	0	0	0	0	0	1	2	1	1	4	1	2	4	1
Aceticella	47	127	14	15	13	18	7	10	5	8	11	13	29	28	14	14	45	17
Acetivibrio	281	561	82	98	88	98	9	8	18	13	97	86	150	256	127	109	265	122
Acetoanaerobium	117	158	8	14	22	14	7	9	4	8	26	10	44	47	21	24	52	20
Acetobacter	12	30	5	10	8	4	2	4	4	4	4	14	11	14	4	5	15	10
Acetobacterium	530	716	54	67	68	67	9	12	5	7	67	79	124	230	76	87	199	103
Acetobacteroides	10	4	0	1	0	3	3	8	4	12	0	0	1	2	0	3	5	0
Acetohalobium	13	41	1	0	1	1	1	0	1	0	3	0	3	5	2	3	4	3
Acetomicrobium	4	4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Acholeplasma	15	94	8	14	6	10	0	3	1	0	14	7	21	25	19	24	53	25
Achromobacter	83	400	20	20	24	29	8	3	5	6	18	19	31	98	23	19	55	23
Acidaminococcus	101	189	14	15	18	29	4	5	1	4	19	20	32	48	22	28	50	19
Acidianus	21	33	0	3	0	0	2	3	4	6	2	3	9	5	6	5	12	3
Acidibrevibacterium	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Acididesulfobacillus	37	41	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	1
Acidihalobacter	14	82	4	5	9	9	3	2	4	2	7	2	6	36	4	4	21	11
Acidilutibacter	159	281	14	23	29	23	6	20	14	13	22	25	32	44	28	32	66	25
Acidiphilium	8	6	1	2	3	0	6	0	0	1	1	2	3	2	1	0	0	1
Acidipropionibacterium	76	325	5	2	1	0	0	0	0	0	0	2	0	1	1	0	2	1
Acidisoma	5	4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
Acidithiobacillus	13	48	0	4	0	1	0	0	0	0	1	3	3	5	2	0	3	2
Acidocella	2	1	1	3	2	1	2	1	1	0	1	0	2	4	0	0	4	1
Acidovorax	68	233	20	19	24	25	14	5	6	8	16	28	39	60	20	24	50	21
Acinetobacter	433	397	34	56	40	52	40	63	50	45	72	60	74	116	77	84	166	98
Actinacidiphila	5	16	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Actinoalloteichus	12	61	3	6	7	3	0	1	0	1	4	2	6	11	2	4	15	6
Actinobacillus	22	121	19	8	16	14	9	13	8	7	10	8	26	35	21	21	58	23
Actinobaculum	12	2	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1
Actinocatenispora	6	2	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0
Actinokineospora	17	52	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
Actinomadura	60	292	11	19	13	28	2	0	0	0	7	12	7	45	11	3	23	12
Actinomarinicola	3	33	17	10	9	11	1	0	1	0	8	6	10	26	9	11	25	8
Actinomyces	575	4303	63	70	83	91	24	17	10	9	102	76	155	425	85	71	193	83
Actinoplanes	79	436	32	19	25	33	8	7	3	7	22	90	35	88	24	19	45	32
Actinopolymorpha	7	2	8	3	4	3	6	0	2	2	3	4	8	4	1	0	1	4
Actinopolyspora	6	15	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Actinosynnema	1	5	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
Actinotalea	3	6	3	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Actinotignum	46	76	2	4	1	3	3	3	2	3	0	1	1	2	0	1	5	0
Acutalibacter	130	164	27	39	43	34	22	8	4	13	24	23	48	57	10	17	43	23
Acuticoccus	62	96	4	6	6	8	3	0	0	3	0	5	7	6	1	2	9	2
Adhaeribacter	14	19	1	3	0	0	5	5	2	1	4	1	9	4	3	0	8	3
Adlercreutzia	827	3608	38	48	70	96	6	4	0	3	91	60	107	306	66	61	220	93
Advenella	12	35	2	2	2	1	7	9	12	4	5	0	7	17	4	7	14	6
Aegicerativicinus	0	0	1	1	0	0	0	1	0	1	0	0	0	4	2	1	3	1
Aequorivita	12	5	1	1	2	4	4	3	3	11	7	2	5	11	11	9	20	9
Aeribacillus	21	25	0	1	0	4	1	0	3	2	0	3	5	11	1	3	2	5
Aerococcus	104	174	8	13	16	13	7	9	4	7	17	23	25	38	15	31	50	33
Aeromicrobium	52	290	16	7	18	16	1	2	1	0	16	20	19	47	11	19	30	11
Aeromonas	157	331	16	19	29	38	9	15	12	16	27	26	29	67	27	29	70	23
Aestuariibaculum	19	2	1	1	5	3	0	0	1	3	3	0	5	6	4	6	7	4
Aestuariispira	12	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Afipia	52	123	7	1	0	3	0	0	0	0	2	2	2	4	2	1	0	1
Agarilytica	6	3	0	0	0	0	0	1	2	1	0	0	1	1	1	2	0	3
Agarivorans	8	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0
Agathobacter	3279	7129	772	929	1009	974	100	88	38	85	1067	961	1690	2676	1034	1097	2767	1372
Agathobaculum	286	198	28	36	30	41	9	13	3	4	29	29	59	91	20	27	54	29
Aggregatibacter	48	114	7	4	5	9	0	1	1	1	8	14	17	37	12	13	18	9
Agreia	8	43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Agrobacterium	121	344	20	21	21	27	3	2	0	10	18	12	29	40	15	20	49	18
Agrococcus	63	325	12	4	3	5	1	0	2	0	7	13	1	20	5	5	12	8
Agromyces	119	572	22	17	16	14	0	1	1	1	17	20	20	62	7	8	27	14
Ahniella	2	38	0	0	2	3	0	1	0	0	2	0	0	3	0	0	1	0
Akkermansia	188	184	36	68	95	97	5	9	4	11	53	53	100	121	72	52	145	73
Alcaligenes	7	2	4	4	4	7	9	9	2	9	4	4	7	3	1	1	6	3
Alcanivorax	9	84	4	5	8	10	3	2	2	4	11	8	20	27	16	6	32	15
Algibacter	35	14	1	0	6	0	0	4	2	4	1	1	0	2	1	2	2	2
Algoriphagus	46	96	4	6	2	9	3	2	2	2	6	3	13	26	4	6	14	9
Aliamphritea	22	109	15	14	12	7	4	3	2	0	4	6	12	22	9	9	32	16
Aliarcobacter	184	165	20	23	28	10	18	40	20	29	20	15	45	58	31	37	79	35
Alicycliphilus	0	6	2	0	0	0	2	2	0	1	0	2	0	1	0	0	0	0
Alicyclobacillus	156	256	17	27	33	38	18	8	1	7	16	16	43	79	23	21	79	25
Aliiglaciecola	3	13	1	0	1	0	0	1	0	1	2	1	0	1	1	0	1	0
Aliiroseovarius	33	14	0	3	0	0	2	1	0	0	1	0	1	6	0	0	4	2
Aliivibrio	16	15	1	3	3	2	0	2	0	0	4	0	2	2	2	2	5	3
Alistipes	109	212	8	22	20	39	93	91	104	111	8	14	30	17	6	20	41	20
Alkalibacter	86	177	12	13	16	21	0	1	0	1	7	11	21	34	13	18	45	21
Alkalicella	11	37	9	8	7	10	3	9	8	5	3	7	16	27	13	8	29	9
Alkaliflexus	11	21	2	1	3	2	1	1	1	0	1	2	5	7	1	3	11	7
Alkalihalobacillus	101	210	9	22	36	34	2	1	2	2	32	27	45	50	24	21	66	25
Alkalihalophilus	49	60	3	5	6	11	0	0	1	0	3	7	12	12	13	10	14	13
Alkalilimnicola	23	129	3	9	12	8	0	0	0	0	7	11	7	41	8	11	23	7
Alkalimarinus	24	88	7	12	9	10	0	3	2	1	7	11	9	30	7	4	20	6
Alkaliphilus	399	419	57	71	69	69	26	45	50	38	88	75	124	183	88	95	273	110
Alkalitalea	15	19	8	1	8	3	0	2	0	2	6	3	5	16	6	3	10	8
Alloacidobacterium	1	4	1	1	3	0	0	0	0	0	1	1	4	4	0	2	9	2
Alloactinosynnema	3	11	1	0	3	2	0	0	1	0	3	2	0	8	0	0	2	0
Alloalcanivorax	2	38	0	6	1	1	0	1	0	0	3	1	1	2	0	0	0	0
Allobacillus	34	20	2	4	7	7	1	1	2	0	4	2	1	7	2	5	9	4
Allobaculum	180	269	21	39	25	24	5	5	2	3	108	91	139	322	159	160	381	184
Allobranchiibius	3	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Allochromatium	5	56	1	5	2	3	2	0	0	0	8	2	7	19	5	2	14	6
Allocoleopsis	7	26	7	2	0	5	0	0	0	1	9	5	10	8	6	5	12	4
Allocoprobacillus	1567	3430	200	264	278	222	33	28	16	26	464	379	691	1147	812	808	1886	977
Allofrancisella	14	35	7	9	6	12	4	3	5	1	7	4	12	10	16	7	19	7
Allomeiothermus	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Allomuricauda	30	44	6	4	5	4	19	19	15	17	5	5	9	16	4	3	7	7
Allosaccharopolyspora	3	90	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	1
Alteracholeplasma	40	33	1	2	3	3	2	5	4	6	3	4	3	11	13	4	9	9
Altererythrobacter	19	60	8	14	12	15	0	2	0	1	7	4	10	32	6	12	12	10
Alteriqipengyuania	4	39	2	3	4	2	5	1	0	1	1	1	2	6	0	1	0	1
Alteromonas	103	148	14	8	14	24	4	4	1	5	18	15	18	36	12	14	58	19
Alysiella	10	26	2	0	2	2	0	1	1	2	2	0	6	0	1	3	1	0
Amedibacterium	74777	114140	1622	2825	2557	2470	8031	5597	1874	4462	5815	3797	7675	15796	3114	3605	8059	4272
Aminipila	773	638	75	70	105	90	9	8	7	14	102	108	151	235	111	120	287	111
Aminithiophilus	12	67	3	3	2	2	2	1	0	1	3	3	2	8	1	0	4	1
Aminobacter	0	18	2	2	0	2	5	5	1	0	0	1	2	5	2	1	2	1
Aminobacterium	14	14	8	4	6	3	1	1	0	0	1	2	7	14	5	4	19	9
Aminomonas	14	11	1	1	2	2	0	0	0	0	1	0	1	3	0	0	2	0
Ammonifex	10	4	0	1	1	1	2	2	1	1	0	0	3	3	1	0	0	1
Amniculibacterium	14	1	0	0	0	0	0	1	5	4	1	0	2	1	0	2	1	0
Amphibacillus	150	84	5	5	4	6	1	0	2	1	9	13	14	32	16	17	33	21
Amphritea	9	18	1	4	4	7	0	2	1	0	4	4	5	17	4	9	12	5
Amycolatopsis	222	970	44	39	41	54	9	3	4	0	34	54	52	134	29	55	115	38
Amygdalobacter	82	101	6	10	18	22	1	2	4	2	14	23	24	40	16	25	61	22
Amylolactobacillus	54	39	6	4	8	8	0	0	1	0	6	11	13	17	15	14	31	11
Anabaena	12	5	1	0	5	2	0	2	3	1	2	2	3	7	1	1	4	2
Anaerobacillus	60	12	3	7	3	3	1	2	6	4	10	9	8	24	8	24	27	20
Anaerobutyricum	4239	5723	469	527	560	574	27	35	14	30	830	715	1201	2168	806	837	1940	988
Anaerococcus	234	176	25	27	28	31	25	66	32	49	36	32	61	102	32	45	97	46
Anaerocolumna	6840	9036	865	905	970	1083	49	77	39	49	1241	1097	1924	3083	1235	1359	3244	1537
Anaerolinea	8	18	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Anaeromicropila	1218	1908	132	120	117	130	13	18	10	20	222	185	299	516	217	230	516	262
Anaeromusa	95	126	14	11	13	10	7	5	0	5	10	10	29	38	14	11	27	8
Anaeromyxobacter	72	270	16	9	19	16	0	2	1	1	18	13	21	55	17	12	35	13
Anaeropeptidivorans	267	243	34	43	50	40	5	8	1	5	53	36	76	111	45	38	104	68
Anaerostipes	8376	10404	832	908	1016	1168	48	63	37	61	1207	1144	1906	3111	1246	1348	3099	1437
Anaerotignum	768	1298	96	109	134	99	10	8	4	8	119	121	182	302	105	126	303	154
Anaerotruncus	1190	1575	170	274	248	213	172	104	22	87	218	220	450	560	194	219	512	254
Anatilimnocola	14	28	1	0	0	2	0	0	0	0	1	3	2	5	1	0	6	0
Ancylobacter	22	184	9	3	9	10	1	2	0	0	6	3	6	15	1	5	12	0
Aneurinibacillus	84	101	8	11	14	18	6	4	1	4	8	5	25	36	14	10	26	9
Anoxybacillus	162	80	11	10	5	6	7	8	10	8	23	13	23	44	14	18	48	25
Anoxybacter	41	29	5	6	4	4	3	7	2	4	5	6	9	13	8	6	18	10
Anseongella	3	11	0	6	0	5	0	0	0	0	1	1	2	1	1	0	4	1
Antarcticibacterium	42	125	14	14	4	12	3	1	0	0	12	11	28	22	17	17	44	18
Antarctobacter	3	5	6	5	3	5	0	0	0	2	2	2	5	3	0	1	8	1
Anthocerotibacter	6	8	1	2	7	3	1	0	0	1	2	0	6	6	2	3	4	0
Antiquaquibacter	7	79	8	12	10	9	0	0	0	1	4	4	7	17	3	6	13	3
Apibacter	29	30	0	2	1	2	1	3	1	2	3	3	3	9	5	5	6	4
Apilactobacillus	25	185	19	10	15	20	1	12	8	9	22	37	35	63	35	32	74	33
Aquabacter	7	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Aquabacterium	7	4	4	2	0	0	0	2	0	0	1	2	0	0	1	0	2	0
Aquaspirillum	1	0	3	0	1	3	1	0	1	2	2	1	1	1	2	2	2	4
Aquella	6	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Aquibium	17	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquicella	54	33	5	5	7	13	2	1	0	2	10	5	10	21	11	7	22	10
Aquiflexum	14	19	5	3	6	9	7	6	2	7	10	4	19	21	6	10	13	5
Aquihabitans	0	56	16	0	0	2	0	0	0	0	3	8	2	5	1	1	3	0
Aquiluna	3	15	0	0	0	3	0	0	0	0	2	2	4	4	1	2	3	0
Aquimarina	68	64	2	10	6	6	17	23	13	20	5	10	20	15	12	12	23	5
Aquincola	8	1	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Aquipluma	20	23	1	2	0	0	1	2	1	2	3	1	4	6	2	4	5	1
Aquirhabdus	3	4	1	1	0	1	0	0	0	0	1	0	2	4	0	1	4	1
Aquirufa	9	7	0	0	0	1	2	0	1	0	0	0	1	1	0	0	1	1
Aquisalimonas	13	50	6	5	5	9	5	6	3	1	8	5	27	16	11	12	34	10
Aquisalinus	0	0	0	2	0	0	0	2	0	0	2	1	1	2	1	0	0	1
Aquisediminimonas	10	5	1	2	3	3	1	1	0	1	4	3	7	1	1	0	1	2
Aquisphaera	19	23	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Arabiibacter	606	2660	40	55	50	59	4	1	0	3	65	51	80	224	52	61	141	68
Arachidicoccus	87	101	15	13	11	6	6	7	3	5	15	13	21	26	11	16	41	18
Arachnia	522	658	1	2	0	1	0	0	0	0	7	4	6	11	3	5	6	2
Arcanobacterium	71	211	5	15	18	16	3	5	2	1	16	10	13	64	17	19	47	15
Archaeoglobus	22	41	7	3	5	6	1	0	0	0	6	3	8	17	8	15	22	7
Archangium	39	129	4	3	8	3	4	1	0	2	8	7	10	22	5	2	16	8
Arcobacter	147	107	25	21	39	16	45	64	43	59	36	33	59	65	60	36	121	38
Arcticibacterium	7	29	1	4	2	3	0	0	0	1	1	3	6	3	0	0	2	6
Arenibacter	9	18	1	1	0	2	0	0	0	1	0	2	1	2	1	3	5	2
Aristaeella	252	321	75	100	125	111	39	15	6	16	64	55	110	141	59	54	165	72
Aromatoleum	10	24	2	1	0	1	0	1	3	3	2	1	0	1	0	0	0	0
Arsenicicoccus	1	10	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
Arsenophonus	337	31	0	2	3	1	0	0	0	0	3	2	4	12	7	3	5	3
Arthrobacter	277	1041	54	50	41	52	29	7	8	12	51	54	76	147	33	48	115	50
Asaia	2	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Asticcacaulis	3	4	0	4	5	1	3	3	1	6	1	0	5	2	0	0	3	3
Atelocyanobacterium	3	4	2	1	2	1	0	1	0	0	1	2	1	10	6	3	8	4
Athalassotoga	33	24	3	2	5	2	0	1	0	0	4	6	5	9	6	5	9	9
Atlantibacter	22	32	4	5	4	5	1	0	0	0	7	7	4	13	8	8	13	12
Atopobium	87	882	22	51	66	59	6	6	1	5	46	29	82	186	57	51	139	60
Atribacter	9	2	2	3	3	3	0	0	0	0	1	0	0	8	0	2	0	0
Aurantiacibacter	6	0	1	4	1	2	0	0	0	0	1	1	2	1	0	0	0	0
Aurantibacillus	9	14	4	2	9	4	0	0	0	0	9	6	13	22	15	17	28	18
Aurantimicrobium	10	187	3	6	4	5	1	1	2	0	3	4	6	14	2	3	5	3
Aurantimonas	4	4	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	1
Auraticoccus	3	15	5	0	0	0	0	0	0	0	1	9	0	0	0	2	0	0
Aureibaculum	8	18	2	0	1	0	0	0	0	0	3	3	0	4	1	2	4	2
Aureimonas	89	210	12	14	20	14	14	1	3	5	21	8	24	41	17	14	41	6
Aureispira	74	34	2	2	1	1	1	6	1	2	3	5	7	11	6	5	12	3
Aureliella	4	2	2	0	2	2	0	0	0	0	2	1	1	4	1	1	3	3
Auritidibacter	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Austwickia	17	12	3	0	0	0	0	0	0	0	1	3	0	0	0	0	2	1
Avibacterium	58	56	9	9	5	10	3	1	1	1	9	6	9	25	12	12	12	13
Azoarcus	43	46	9	7	8	5	1	1	2	2	6	10	9	25	6	11	26	4
Azorhizobium	5	1	2	4	3	6	0	1	0	0	1	1	4	1	1	0	3	1
Azospira	10	96	2	1	1	2	1	2	2	3	4	1	3	4	1	3	7	1
Azospirillum	33	149	9	10	8	6	10	5	3	8	10	7	10	18	7	5	10	8
Azotobacter	12	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Babela	3	5	0	2	5	0	0	1	0	0	1	1	2	5	1	2	3	1
Bacillus	2754	2964	300	449	457	452	71	149	103	110	485	426	729	1156	570	569	1357	622
Bacterioplanoides	19	17	0	0	0	1	0	0	0	0	1	1	1	3	1	4	8	2
Bacteriovorax	10	13	1	1	3	3	1	0	0	1	6	3	5	7	3	3	5	3
Bacteroides	7743	5381	1589	3764	2986	7336	15660	19643	14862	17929	1127	1855	4771	2148	1947	2466	8205	2189
Baekduia	14	95	27	7	8	16	0	0	1	1	5	14	7	20	0	5	9	4
Barnesiella	55	49	68	174	167	315	587	942	552	587	70	78	279	110	102	113	377	121
Barrientosiimonas	7	82	4	5	3	6	0	0	0	0	6	9	8	28	4	8	15	7
Bartonella	51	250	20	34	30	34	10	17	14	15	20	30	43	73	26	27	97	33
Basfia	3	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1
Basilea	3	12	0	0	1	0	1	1	2	0	3	0	5	2	3	2	4	2
Batravirus	20	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0
Baumannia	3	2	0	0	1	1	2	1	1	3	0	0	0	0	1	1	1	0
Bdellovibrio	54	85	9	10	14	18	4	5	4	4	1	13	15	24	5	7	29	6
Beggiatoa	4	2	0	1	0	0	0	2	2	0	0	0	0	1	0	0	1	0
Belliella	6	2	1	3	0	3	9	7	5	6	0	1	0	4	1	0	7	1
Bergeyella	11	29	1	0	0	0	0	2	1	0	1	1	0	1	1	0	2	0
Bermanella	2	2	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0
Bernardetia	29	50	9	5	7	5	2	1	2	2	3	11	16	15	14	9	27	16
Berryella	845	4429	41	84	79	103	4	2	1	2	102	96	110	392	91	98	262	82
Betaentomopoxvirus	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beutenbergia	2	21	4	2	0	2	0	1	0	0	0	0	1	3	2	0	3	0
Bibersteinia	7	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	2
Bifidobacterium	1100	5593	9311	19146	23069	16675	61	43	42	58	20807	14975	24677	74091	7471	10526	23698	12003
Biomaibacter	17	79	15	3	9	18	4	1	0	1	17	11	35	35	16	21	46	22
Bisgaardia	6	39	6	2	3	6	0	1	1	1	6	6	8	19	9	14	21	19
Bizionia	20	14	0	2	0	1	3	7	3	0	2	2	4	0	2	0	6	1
Blastochloris	2	21	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Blastococcus	6	119	4	2	1	1	2	0	1	3	2	5	5	2	0	0	3	0
Blastopirellula	2	4	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
Blattabacterium	79	119	19	9	13	17	21	16	20	26	20	27	39	77	39	42	88	46
Blautia	384555	2053790	88610	105683	109108	62120	801	813	415	817	65745	57900	97692	178646	59927	66110	152636	75174
Blochmannia	12	31	0	0	1	2	0	0	3	5	0	2	3	7	0	2	4	4
Bombilactobacillus	10	53	4	7	6	3	1	1	1	1	7	4	5	12	11	9	15	8
Bordetella	46	216	16	32	19	24	22	9	13	13	24	28	43	60	11	17	45	16
Borrelia	30	35	3	8	5	4	1	6	3	4	3	8	6	18	2	9	14	6
Borreliella	20	56	1	0	1	1	0	0	0	2	3	1	2	5	1	2	12	4
Bosea	111	145	17	7	11	12	0	4	0	1	8	4	16	25	7	8	26	13
Botrimarina	14	35	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0
Boudabousia	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium	92	373	10	20	11	10	8	3	1	4	17	12	17	22	4	4	19	7
Brachyspira	210	194	7	20	17	20	36	59	50	70	23	34	51	67	34	46	96	39
Bradymonas	7	101	2	6	5	6	0	1	0	0	6	5	2	22	4	5	11	3
Bradyrhizobium	330	913	148	75	103	88	13	7	13	5	66	87	81	203	55	52	152	68
Bremerella	20	13	2	3	1	4	1	1	1	1	2	1	2	1	0	0	0	0
Brenneria	32	26	0	2	3	2	1	3	2	2	2	1	3	7	0	0	2	1
Breoghania	3	76	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0
Brevefilum	1	0	1	1	1	1	2	0	0	2	1	0	0	0	0	0	1	2
Brevibacillus	478	575	39	62	63	68	12	12	2	5	62	64	89	164	59	70	164	76
Brevibacterium	92	356	8	24	18	26	0	2	2	1	5	20	13	50	11	5	27	7
Brevirhabdus	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas	35	183	16	14	8	13	15	4	2	7	19	21	34	50	10	9	28	20
Breznakiella	7	3	1	1	0	1	1	0	2	0	1	1	5	4	0	0	2	0
Brochothrix	57	39	4	3	7	2	0	1	1	3	8	4	11	12	11	8	21	17
Brooklawnia	15	30	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1
Brucella	52	122	4	4	10	4	2	1	0	2	2	1	9	18	3	5	11	5
Brucepastera	48	20	1	6	5	3	0	0	0	0	2	2	3	8	2	0	4	4
Buchnera	72	181	15	19	21	16	22	56	30	41	22	24	41	73	42	32	90	38
Bulleidia	88	142	18	12	14	16	0	0	1	3	22	29	26	52	33	24	65	24
Burkholderia	227	412	16	21	29	44	20	23	7	21	20	31	49	68	26	17	54	23
Buttiauxella	25	39	3	11	7	6	0	0	0	0	3	1	1	5	0	3	8	2
Butyricicoccus	10	5	0	1	1	0	0	0	0	1	0	0	2	0	0	0	1	0
Butyricimonas	288	230	2	5	4	15	22	21	19	24	1	5	7	10	3	6	17	6
Butyrivibrio	2789	4541	493	528	627	646	36	61	31	38	645	582	997	1538	615	658	1632	762
Bythopirellula	1	0	0	1	0	0	1	10	2	2	0	1	1	0	0	1	3	1
Caballeronia	22	137	10	13	20	16	2	2	0	0	16	21	14	52	19	16	38	17
Caenibius	3	4	1	3	3	2	4	1	2	3	2	2	5	5	0	1	3	0
Caldalkalibacillus	6	52	3	5	7	3	5	0	0	2	5	3	11	9	3	9	11	5
Caldanaerobacter	68	50	3	6	7	6	2	4	4	12	5	6	11	25	8	14	31	12
Caldibacillus	122	90	4	1	6	10	1	6	5	5	21	13	23	41	24	22	41	16
Caldicellulosiruptor	258	336	50	43	78	56	11	9	10	22	62	56	109	122	59	81	207	63
Caldilinea	2	12	0	1	1	0	0	2	0	0	0	1	2	4	0	0	1	1
Caldimicrobium	2	2	0	0	1	0	3	5	4	5	0	2	0	3	2	1	3	2
Caldimonas	12	48	1	2	1	4	6	8	3	2	0	2	1	0	1	0	3	0
Caldinitratiruptor	9	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Caldisericum	1	0	0	1	0	1	0	1	1	2	4	0	4	7	1	4	6	2
Caldisphaera	1	6	0	0	0	0	2	3	1	4	0	0	0	2	0	1	4	1
Calditerrivibrio	22	5	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0
Caldithrix	2	17	4	1	1	1	1	4	3	3	5	3	0	6	2	4	7	3
Caloramator	245	405	35	34	44	35	25	71	54	59	61	47	105	109	60	56	146	72
Caloranaerobacter	17	36	3	6	10	9	7	22	16	24	10	12	15	25	10	18	32	11
Calothrix	15	18	0	1	1	2	7	1	2	5	0	0	4	2	4	2	0	0
Calycomorphotria	3	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Caminibacter	12	4	3	5	0	0	4	6	1	6	1	1	4	4	2	1	3	1
Caminicella	120	256	41	32	39	43	22	35	27	28	51	52	54	113	66	69	132	70
Campylobacter	2035	10251	966	662	581	1158	2457	3353	2101	3503	197	363	1367	703	806	842	4232	925
Candidatus_Amoebophilus	2	2	0	1	2	1	1	0	0	0	1	1	0	1	0	0	1	0
Candidatus_Arcticimaribacter	2	0	0	1	1	0	0	0	0	0	2	1	1	6	4	1	6	4
Candidatus_Arthromitus	11	25	5	2	9	4	3	2	1	2	2	5	18	17	11	8	9	8
Candidatus_Azobacteroides	2	9	1	0	0	0	1	3	1	2	0	1	0	0	1	1	1	0
Candidatus_Bandiella	0	6	2	2	0	1	0	0	0	0	1	2	1	3	3	0	8	4
Candidatus_Chromulinivorax	18	0	0	0	0	1	0	3	2	1	0	1	1	0	0	0	0	0
Candidatus_Epulonipiscium	77	80	18	16	16	14	6	11	4	5	21	14	21	48	16	21	44	17
Candidatus_Formimonas	88	97	3	3	3	7	1	2	0	2	2	8	6	22	11	8	19	8
Candidatus_Fukatsuia	7	11	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0
Candidatus_Karelsulcia	8	2	0	1	0	0	1	1	1	1	1	0	0	5	3	1	4	2
Candidatus_Kinetoplastibacterium	8	15	1	3	5	1	2	6	1	4	7	4	7	12	4	4	12	6
Candidatus_Methanoliparum	0	1	1	0	0	1	0	0	0	1	0	0	4	0	1	1	5	2
Candidatus_Nitrosacidococcus	7	10	2	4	4	9	2	5	6	7	9	11	8	23	8	5	19	7
Candidatus_Nitrosoglobus	2	2	0	3	1	0	1	1	4	2	1	1	2	2	2	1	9	1
Candidatus_Pelagisphaera	2	0	0	0	1	1	0	0	0	0	1	1	2	2	1	3	3	0
